48,1,0,0,0,0,0,1,0,0
0,98,0,0,0,0,0,1,1,0
0,0,99,0,0,0,0,1,0,0
0,0,1,72,0,0,4,2,7,0
0,0,0,2,64,1,19,0,0,0
0,0,0,0,0,99,1,0,0,0
0,0,1,0,6,0,76,0,3,0
0,0,1,0,0,1,1,97,0,0
0,0,0,23,0,0,1,0,76,0
0,0,0,0,0,0,0,0,0,100
