epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9774290323257446,9.999999747378752e-06,0.06431018561124802,0.9186176061630249,0.26572975516319275
1,0.9808920621871948,9.999999747378752e-06,0.05328942462801933,0.9170847535133362,0.2722569406032562
2,0.9864917993545532,9.999999747378752e-06,0.04277168959379196,0.9226588606834412,0.26296257972717285
3,0.9872286319732666,9.999999747378752e-06,0.03889353200793266,0.9201505184173584,0.2655690610408783
4,0.98921799659729,9.999999747378752e-06,0.03446270897984505,0.9219620823860168,0.2723991274833679
5,0.9896109700202942,9.999999747378752e-06,0.03114616498351097,0.9212653040885925,0.2860467731952667
6,0.9922143816947937,4.999999873689376e-06,0.025723794475197792,0.9248884916305542,0.2765757441520691
7,0.9924353957176208,4.999999873689376e-06,0.02314816415309906,0.9257246255874634,0.2713996469974518
8,0.9927301406860352,4.999999873689376e-06,0.02342447079718113,0.9264214038848877,0.26969289779663086
9,0.9935160875320435,2.499999936844688e-06,0.02058763988316059,0.9287903904914856,0.27026763558387756
10,0.9940564036369324,2.499999936844688e-06,0.019679533317685127,0.928093671798706,0.2748742699623108
11,0.994301974773407,2.499999936844688e-06,0.018882961943745613,0.9282330274581909,0.26977089047431946
12,0.9945230484008789,1.249999968422344e-06,0.017604852095246315,0.9285116791725159,0.27345508337020874
13,0.9947686195373535,1.249999968422344e-06,0.017055224627256393,0.9275362491607666,0.27663424611091614
14,0.994744062423706,1.249999968422344e-06,0.016883842647075653,0.928372323513031,0.2769787609577179
15,0.9947195053100586,6.24999984211172e-07,0.016635600477457047,0.9278149604797363,0.2795272767543793
16,0.9951615929603577,6.24999984211172e-07,0.01602858491241932,0.9255852699279785,0.2827454209327698
17,0.9951124787330627,6.24999984211172e-07,0.015934444963932037,0.9257246255874634,0.2840401232242584
18,0.9951861500740051,3.12499992105586e-07,0.01575625315308571,0.9275362491607666,0.28317752480506897
19,0.9951615929603577,3.12499992105586e-07,0.016016023233532906,0.9269788265228271,0.2855231761932373
20,0.9955791234970093,3.12499992105586e-07,0.015148025006055832,0.9269788265228271,0.2856142222881317
21,0.9948423504829407,1.56249996052793e-07,0.01645791344344616,0.9272575378417969,0.28814345598220825
22,0.9948423504829407,1.56249996052793e-07,0.01660778746008873,0.9272575378417969,0.28762081265449524
23,0.9946703910827637,1.56249996052793e-07,0.016914544627070427,0.9278149604797363,0.2865089178085327
24,0.9948669075965881,1.0000000116860974e-07,0.016550540924072266,0.9272575378417969,0.28907671570777893
25,0.994965136051178,1.0000000116860974e-07,0.01629243604838848,0.9276756048202515,0.2878851890563965
26,0.994793176651001,1.0000000116860974e-07,0.016572026535868645,0.9278149604797363,0.2888862192630768
27,0.9945967197418213,1.0000000116860974e-07,0.016822637990117073,0.9279543161392212,0.2886277437210083
28,0.9948423504829407,1.0000000116860974e-07,0.017139285802841187,0.9273968935012817,0.28978875279426575
29,0.9947686195373535,1.0000000116860974e-07,0.016760505735874176,0.9276756048202515,0.28936639428138733
