epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.39604413509368896,9.999999747378752e-05,1.6844580173492432,0.5449646711349487,1.366550087928772
1,0.6480581164360046,9.999999747378752e-05,1.034071683883667,0.6705220937728882,1.0132135152816772
2,0.7192504405975342,9.999999747378752e-05,0.8257046341896057,0.710888147354126,0.8727308511734009
3,0.7541179656982422,9.999999747378752e-05,0.7275761365890503,0.7299330830574036,0.8036525845527649
4,0.7741755843162537,9.999999747378752e-05,0.6609301567077637,0.7514399886131287,0.7334477305412292
5,0.7937911152839661,9.999999747378752e-05,0.6022077202796936,0.7628205418586731,0.7021127939224243
6,0.8086665272712708,9.999999747378752e-05,0.5544772744178772,0.7836771011352539,0.6456886529922485
7,0.8188672661781311,9.999999747378752e-05,0.523687481880188,0.7971943616867065,0.607090950012207
8,0.8310000896453857,9.999999747378752e-05,0.4895400106906891,0.8007246255874634,0.5986400246620178
9,0.8395798802375793,9.999999747378752e-05,0.4629714787006378,0.8187941312789917,0.5527263283729553
